College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
"GOVERNMENT ENGINEERING COLLEGE, MODASA",INFORMATION TECHNOLOGY,ST,29677,37101
"GOVERNMENT ENGINEERING COLLEGE, MODASA","INFORMATION TECHNOLOGY -
TFWS",TFWS,4079,9910
"GOVERNMENT ENGINEERING COLLEGE, MODASA",MECHANICAL ENGINEERING,OPEN,28182,38641
"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",CIVIL ENGINEERING,OPEN,30225,38689
"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",ELECTRICAL ENGINEERING,OPEN,28133,37601
"GOVERNMENT ENGINEERING COLLEGE, PALANPUR",MECHANICAL ENGINEERING,OPEN,28532,37756
"GOVERNMENT ENGINEERING COLLEGE, PATAN",CIVIL ENGINEERING,OPEN,29104,38008
"GOVERNMENT ENGINEERING COLLEGE, PATAN",COMPUTER SCIENCE & ENGG,ESM,18750,23275
"GOVERNMENT ENGINEERING COLLEGE, PATAN",COMPUTER SCIENCE & ENGG,SC,17432,26813
"GOVERNMENT ENGINEERING COLLEGE, PATAN",COMPUTER SCIENCE & ENGG,SEBC,14387,17246
"GOVERNMENT ENGINEERING COLLEGE, PATAN",COMPUTER SCIENCE & ENGG,ST,30223,38946
"GOVERNMENT ENGINEERING COLLEGE, PATAN","COMPUTER SCIENCE & ENGG -
TFWS",TFWS,5113,5257
"GOVERNMENT ENGINEERING COLLEGE, PATAN",ELECTRICAL ENGINEERING,OPEN,28166,38358
"GOVERNMENT ENGINEERING COLLEGE, PATAN",MECHANICAL ENGINEERING,OPEN,28647,37149
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",ESM,28928,31752
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN,10687,23283
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN-EWS,11601,23283
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",SC,22365,23283
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",SEBC,17451,12998
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",ST,21086,38338
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE - TFWS",TFWS,4352,4624
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",CIVIL ENGINEERING,OPEN,29467,
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING,ESM,13414,19756
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING,OPEN,6131,18160
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING,OPEN-EWS,7059,18160
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING,SC,14341,18160
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING,SEBC,7895,8206
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING,ST,28791,38548
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",COMPUTER ENGINEERING - TFWS,TFWS,3195,3354
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",ELECTRICAL ENGINEERING,OPEN,28090,38628
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,30357,38540
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",MECHANICAL ENGINEERING,OPEN,30431,
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",ROBOTICS AND AUTOMATION,OPEN,30204,37334
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",ROBOTICS AND AUTOMATION,OPEN - PH,918815,37334
"GOVERNMENT ENGINEERING COLLEGE, RAJKOT",ROBOTICS AND AUTOMATION,ST,921379,37334
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",BIOMEDICAL ENGINEERING,OPEN,29052,38833
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",CIVIL ENGINEERING,OPEN,16350,29034
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",CIVIL ENGINEERING,OPEN-EWS,19436,34419
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",CIVIL ENGINEERING,SC,24950,34419
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",CIVIL ENGINEERING,SEBC,20403,29034
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",CIVIL ENGINEERING,ST,26995,38069
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",CIVIL ENGINEERING - TFWS,TFWS,8361,12157
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,ESM,5266,11914
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,OPEN,2224,3605
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,OPEN - PH,26874,3605
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,OPEN-EWS,2424,8639
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,SC,6470,8639
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,SEBC,3083,3605
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING,ST,25855,29291
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",COMPUTER ENGINEERING - TFWS,TFWS,1564,1810
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",ESM,22168,23030
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,15387,16848
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",OPEN-EWS,18081,28632
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",SC,25373,28632
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,26164,16848
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","ELECTRONICS & COMMUNICATION
ENGG.",ST,919419.5,
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28 GANDHINAGAR",ELECTRONICS & COMMUNICATION ENGG. - TFWS,TFWS,8785,6105
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",INFORMATION TECHNOLOGY,ESM,8718,15707
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",INFORMATION TECHNOLOGY,OPEN,2585,3932
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",INFORMATION TECHNOLOGY,OPEN-EWS,2680,10025
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",INFORMATION TECHNOLOGY,SC,7183,10025
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",INFORMATION TECHNOLOGY,SEBC,3616,3932
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",INFORMATION TECHNOLOGY,ST,24737,29733
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","INFORMATION TECHNOLOGY -
TFWS",TFWS,1959,2095
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR","INSTRUMENTATION & CONTROL
ENGG.",OPEN,29525,33260
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",MECHANICAL ENGINEERING,OPEN,17091,21230
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",MECHANICAL ENGINEERING,OPEN-EWS,19208,34459
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",MECHANICAL ENGINEERING,SC,30143,34459
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",MECHANICAL ENGINEERING,SEBC,22801,21230
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",METALLURGY,OPEN,29937,38252
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",ROBOTICS AND AUTOMATION,ESM,18297,14879
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",ROBOTICS AND AUTOMATION,OPEN,15495,35518
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",ROBOTICS AND AUTOMATION,OPEN-EWS,19326,35518
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",ROBOTICS AND AUTOMATION,SC,29833,35518
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",ROBOTICS AND AUTOMATION,SEBC,29366,22809
"GOVERNMENT ENGINEERING COLLEGE, SECTOR 28
GANDHINAGAR",ROBOTICS AND AUTOMATION - TFWS,TFWS,9546,6659
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",CHEMICAL ENGINEERING,OPEN,29867,31701
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",CHEMICAL ENGINEERING - TFWS,TFWS,14720,13495
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",CIVIL ENGINEERING,OPEN,30165,38565
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",ELECTRICAL ENGINEERING,OPEN,29545,32071
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",ELECTRICAL ENGINEERING,SEBC,30273,32071
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",ELECTRICAL ENGINEERING - TFWS,TFWS,13883,15055
"GOVERNMENT ENGINEERING COLLEGE, VALSAD",MECHANICAL ENGINEERING,OPEN,30251,38937
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",ESM,2852,1242
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",OPEN,1596,2224
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",OPEN - PH,20098,2224
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",OPEN-EWS,2012,3796
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",SC,5361,3796
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",SEBC,3377,2224
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING",ST,22446,19373
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,TFWS,928,570
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING,OPEN,23101,38571
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING,OPEN-EWS,29804,35815
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING,SC,27843,35815
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING,SEBC,30492,38571
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING - TFWS,TFWS,11070,10902
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",BIOMEDICAL ENGINEERING,OPEN,30219,36100
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",BIOMEDICAL ENGINEERING - TFWS,TFWS,14338,10668
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,ESM,9035,16084
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,OPEN,4712,7887
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,OPEN-EWS,5271,23762
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,SC,16292,13721
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,SEBC,8768,7887
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,ST,19831,23762
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING - TFWS,TFWS,2666,2552
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,ESM,19185,28895
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,OPEN,7467,12188
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,OPEN - PH,22420,12188
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,OPEN-EWS,12744,17560
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,SC,14941,17560
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,SEBC,11414,12188
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,ST,16639,19140
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING - TFWS,TFWS,3015,3040
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,ESM,1900,6177
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,OPEN,517,1030
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,OPEN - PH,26786,35304
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,OPEN-EWS,647,2751
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,OPEN-EWS - PH,29275,35304
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,SC,1964,2751
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,SEBC,1039,1030
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,ST,10641,11999
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING - TFWS,TFWS,283,307
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,ESM,15741,13729
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,OPEN,7290,12062
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,OPEN-EWS,9755,20404
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,SC,16338,20404
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,SEBC,14059,12062
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,ST,22362,29996
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING - TFWS,TFWS,2708,3401
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",ESM,8126,11373
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,4013,4940
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",OPEN-EWS,5036,11779
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",SC,13659,11779
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,8374,4940
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ELECTRONICS & COMMUNICATION
ENGG.",ST,26605,33152
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGG. - TFWS,TFWS,1722,1466
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING,OPEN,18294,32050
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING,OPEN-EWS,24743,33765
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING,SC,24605,33765
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING,SEBC,24580,32050
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING,ST,28578,28441
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ENVIRONMENTAL ENGINEERING -
TFWS",TFWS,12076,8106
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,ESM,7923,6391
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,OPEN,1020,1693
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,OPEN - PH,29401,1693
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,OPEN-EWS,1084,4598
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,SC,3415,4598
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,1771,1693
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,ST,16422,15951
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INFORMATION TECHNOLOGY -
TFWS",TFWS,590,613
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG.",ESM,29217,11964
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG.",OPEN,11230,19998
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG.",OPEN-EWS,13998,32295
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG.",SC,30459,32295
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG.",SEBC,19458,19998
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG.",ST,28595,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD","INSTRUMENTATION & CONTROL
ENGG. - TFWS",TFWS,6598,4280
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,ESM,8349,25918
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,OPEN,5472,9076
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,OPEN-EWS,6872,21446
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,SC,18099,21446
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,SEBC,11459,9076
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,ST,28295,28861
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING - TFWS,TFWS,2196,2355
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",PLASTIC TECHNOLOGY,OPEN,29707,37004
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,ESM,18055,9847
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,OPEN,6296,15359
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,OPEN-EWS,7677,15359
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,SC,14398,15359
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,SEBC,13621,11100
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,ST,30478,29570
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION - TFWS,TFWS,3764,2466
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",RUBBER TECHNOLOGY,OPEN,30004,37723
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",TEXTILE TECHNOLOGY,OPEN,28847,37965
"L.E.COLLEGE ,MORBI",CHEMICAL ENGINEERING,OPEN,29758,37328
"L.E.COLLEGE ,MORBI",ELECTRICAL ENGINEERING,OPEN,29824,38957
"L.E.COLLEGE ,MORBI",INFORMATION TECHNOLOGY,OPEN,8568,11740
"L.E.COLLEGE ,MORBI",INFORMATION TECHNOLOGY,OPEN-EWS,9448,26990
"L.E.COLLEGE ,MORBI",INFORMATION TECHNOLOGY,SC,20385,26990
"L.E.COLLEGE ,MORBI",INFORMATION TECHNOLOGY,SEBC,10111,11740
"L.E.COLLEGE ,MORBI",INFORMATION TECHNOLOGY,ST,25215,36091
"L.E.COLLEGE ,MORBI","INFORMATION TECHNOLOGY -
TFWS",TFWS,4490,4068
"L.E.COLLEGE ,MORBI",MECHANICAL ENGINEERING,OPEN,30312,38572
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",CIVIL ENGINEERING,OPEN,26631,38432
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",ELECTRICAL ENGINEERING,OPEN,29993,37733
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,ESM,29675,16927
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,OPEN,10237,19457
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,OPEN-EWS,11166,35800
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,SC,24928,35800
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,SEBC,12842,19457
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",INFORMATION TECHNOLOGY,ST,29131,34832
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR","INFORMATION TECHNOLOGY -
TFWS",TFWS,6407,8579
"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR",MECHANICAL ENGINEERING,OPEN,28936,37777
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING,ESM,15623,35780
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING,OPEN,9772,11807
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING,OPEN-EWS,11151,27636
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING,SC,30308,27636
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING,SEBC,13833,11807
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING,ST,23151,38144
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CHEMICAL ENGINEERING - TFWS,TFWS,5383,5144
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CIVIL ENGINEERING,OPEN,12918,18299
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CIVIL ENGINEERING,OPEN-EWS,15826,26971
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CIVIL ENGINEERING,SC,24835,27942
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CIVIL ENGINEERING,SEBC,16387,18299
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CIVIL ENGINEERING,ST,21263,26971
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",CIVIL ENGINEERING - TFWS,TFWS,6968,5955
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING,ESM,5330,8297
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING,OPEN,1237,2212
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING,OPEN-EWS,1341,5272
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING,SC,3662,5272
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING,SEBC,2043,2212
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING,ST,22486,21244
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR",COMPUTER ENGINEERING - TFWS,TFWS,741,952
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",OPEN,1803,6875
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",OPEN-EWS,1938,6875
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",SC,4768,6875
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",SEBC,3090,2787
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE,
CHANDKHEDA,GANDHINAGAR","COMPUTER SCIENCE &
ENGINEERING (DATA SCIENCE)",ST,23375,24810
