"College","Course","Category","Predicted_Rank_2025"
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING","OPEN",62827
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING","OPEN-EWS",62827
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING","SC",62827
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING","SEBC",24899
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING","ST",127797
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","CIVIL ENGINEERING","OPEN",17517
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","COMPUTER SCIENCE & ENGG","OPEN",64706
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ELECTRICAL ENGINEERING","OPEN",40500
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ELECTRONICS & COMMUNICATION ENGG.","ESM",60932
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ELECTRONICS & COMMUNICATION ENGG.","OPEN",100077
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ELECTRONICS & COMMUNICATION ENGG.","OPEN-EWS",100077
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","ELECTRONICS & COMMUNICATION ENGG.","SC",100077
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","INFORMATION TECHNOLOGY","OPEN",64033
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","INFORMATION TECHNOLOGY","OPEN-EWS",64033
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","INFORMATION TECHNOLOGY","SEBC",25120
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","MECHANICAL ENGINEERING","OPEN",24576
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","MECHANICAL ENGINEERING","OPEN-EWS",24576
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA","MECHANICAL ENGINEERING","SEBC",36716
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE & ENGG","ESM",19299
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE & ENGG","OPEN",98105
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE & ENGG","OPEN-EWS",98105
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE & ENGG","SEBC",34791
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA","COMPUTER SCIENCE & ENGG","ST",198424
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE","OPEN",50223
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","CHEMICAL ENGINEERING","OPEN",65364
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","CIVIL ENGINEERING","OPEN",52682
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","COMPUTER ENGINEERING","OPEN",48871
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","CYBER SECURITY","OPEN",51168
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ELECTRICAL ENGINEERING","OPEN",32157
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ELECTRONICS & COMMUNICATION
ENGG.","OPEN",43265
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","INFORMATION TECHNOLOGY","OPEN",49636
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","MECHANICAL ENGINEERING","OPEN",57722
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI, BARDOLI","INFORMATION & COMMUNICATION TECHNOLOGY","OPEN",51651
"D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA","CIVIL ENGINEERING","OPEN",11480
"D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA","COMPUTER ENGINEERING","OPEN",52088
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","CIVIL ENGINEERING","OPEN",44660
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","COMPUTER SCIENCE & ENGG","ESM",69135
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","COMPUTER SCIENCE & ENGG","OPEN",129642
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","COMPUTER SCIENCE & ENGG","SC",129642
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","COMPUTER SCIENCE & ENGG","SEBC",68363
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA","MECHANICAL ENGINEERING","OPEN",59333
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)","ESM",478
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)","OPEN",1140
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)","OPEN-EWS",1140
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)","SC",1140
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)","SEBC",812
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)","ST",20156
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING","OPEN",812
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING","OPEN - PH",812
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING","OPEN-EWS",366
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING","SC",366
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING","SEBC",812
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","MATHEMATICS AND COMPUTING","ST",7738
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)","OPEN",1324
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)","OPEN-EWS",3410
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)","SC",3410
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)","SEBC",1324
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY)","ST",35119
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","ESM",10351
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","OPEN",1519
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","OPEN - PH",169656
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","OPEN-EWS",3309
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","OPEN-EWS - PH",169656
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","SC",3309
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","SEBC",1519
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","SEBC - PH",1519
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR","INFORMATION & COMMUNICATION TECHNOLOGY","ST",40713
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","CIVIL ENGINEERING","OPEN",44188
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","COMPUTER ENGINEERING","OPEN",75955
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","COMPUTER ENGINEERING","OPEN-EWS",61839
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","COMPUTER ENGINEERING","SC",61839
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","COMPUTER ENGINEERING","SEBC",75955
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","ELECTRICAL ENGINEERING","OPEN",39065
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","INFORMATION TECHNOLOGY","OPEN",54958
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","INFORMATION TECHNOLOGY","OPEN-EWS",54958
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","INFORMATION TECHNOLOGY","SC",54958
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","INFORMATION TECHNOLOGY","SEBC",54958
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND","MECHANICAL ENGINEERING","OPEN",94002
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","CIVIL ENGINEERING","OPEN",46697
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRICAL ENGINEERING","OPEN",48049
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.","ESM",45820
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.","OPEN",84181
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.","OPEN-EWS",84181
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.","SC",84181
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.","SEBC",78246
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ENVIRONMENTAL ENGINEERING","OPEN",50003
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","MECHANICAL ENGINEERING","OPEN",68826
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","MECHANICAL ENGINEERING","OPEN-EWS",68826
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","MECHANICAL ENGINEERING","SC",68826
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","MECHANICAL ENGINEERING","SEBC",69345
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","MECHANICAL ENGINEERING","ST",72904
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING &
TECHNOLOGY, JUNAGADH","COMPUTER SCIENCE & ENGG","OPEN",43056
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING &
TECHNOLOGY, JUNAGADH","INFORMATION TECHNOLOGY","OPEN",15496
"DR. V.R. GODHANIA COLLEGE OF ENGG. & TECH., PORBANDAR","COMPUTER ENGINEERING","OPEN",17712
"ENGGINERING COLLEGE, TUWA, GODHARA","COMPUTER ENGINEERING","OPEN",49669
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD","COMPUTER SCIENCE & ENGG","ESM",33518
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD","COMPUTER SCIENCE & ENGG","OPEN",42235
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD","COMPUTER SCIENCE & ENGG","OPEN-EWS",42235
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD","COMPUTER SCIENCE & ENGG","SC",42235
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD","COMPUTER SCIENCE & ENGG","SEBC",54304
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY,
BAKROL, VADODARA","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE","OPEN",43355
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY,
BAKROL, VADODARA","COMPUTER SCIENCE & ENGG","OPEN",49393
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY,
BAKROL, VADODARA","CYBER SECURITY","OPEN",49019
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CHEMICAL ENGINEERING","OPEN",11432
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CHEMICAL ENGINEERING","OPEN-EWS",50284
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CHEMICAL ENGINEERING","SC",16865
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CHEMICAL ENGINEERING","SEBC",11432
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CHEMICAL ENGINEERING","ST",50284
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CIVIL ENGINEERING","ESM",48238
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CIVIL ENGINEERING","OPEN",41456
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CIVIL ENGINEERING","OPEN-EWS",61503
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CIVIL ENGINEERING","SC",55866
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CIVIL ENGINEERING","SEBC",41456
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","CIVIL ENGINEERING","ST",61503
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","ESM",11992
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","OPEN",21745
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","OPEN-EWS",21745
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","SC",21745
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","SEBC",9784
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","SEBC - PH",9784
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","COMPUTER SCIENCE & ENGG","ST",71000
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRICAL ENGINEERING","ESM",48831
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRICAL ENGINEERING","OPEN",44672
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRICAL ENGINEERING","OPEN-EWS",46338
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRICAL ENGINEERING","SC",46338
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRICAL ENGINEERING","SEBC",44672
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRICAL ENGINEERING","ST",95850
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRONICS ENGINEERING","OPEN",10966
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRONICS ENGINEERING","OPEN-EWS",14742
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRONICS ENGINEERING","SC",14742
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRONICS ENGINEERING","SEBC",10966
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","ELECTRONICS ENGINEERING","ST",33182
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","MECHANICAL ENGINEERING","ESM",53833
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","MECHANICAL ENGINEERING","OPEN",33072
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","MECHANICAL ENGINEERING","OPEN-EWS",48758
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","MECHANICAL ENGINEERING","SC",48758
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","MECHANICAL ENGINEERING","SEBC",33072
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","MECHANICAL ENGINEERING","ST",83922
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","METALLURGICAL AND MATERIALS
ENGINEERING","OPEN",49735
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","TEXTILE ENGINEERING","OPEN",50191
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","TEXTILE PROCESSING ENGG.","OPEN",1078
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA","TEXTILE TECHNOLOGY","OPEN",44000
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CHEMICAL ENGINEERING","OPEN",12709
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CHEMICAL ENGINEERING","OPEN-EWS",24830
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CHEMICAL ENGINEERING","SC",24830
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CHEMICAL ENGINEERING","SEBC",12709
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CHEMICAL ENGINEERING","ST",55654
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CIVIL ENGINEERING","OPEN",29358
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CIVIL ENGINEERING","OPEN-EWS",38301
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CIVIL ENGINEERING","SC",44065
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CIVIL ENGINEERING","SEBC",29358
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","CIVIL ENGINEERING","ST",38301
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","ESM",12005
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","OPEN",1111
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","OPEN - PH",1111
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","OPEN-EWS",3342
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","SC",3342
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","SEBC",1111
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","COMPUTER ENGINEERING","ST",22690
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","ELECTRONICS & COMMUNICATION
ENGG.","ESM",21377
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","ELECTRONICS & COMMUNICATION
ENGG.","OPEN",4146
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","ELECTRONICS & COMMUNICATION
ENGG.","OPEN-EWS",11339
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","ELECTRONICS & COMMUNICATION
ENGG.","SC",11339
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","ELECTRONICS & COMMUNICATION
ENGG.","SEBC",4146
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","ELECTRONICS & COMMUNICATION
ENGG.","ST",43906
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","INSTRUMENTATION & CONTROL
ENGG.","OPEN",20258
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","INSTRUMENTATION & CONTROL
ENGG.","OPEN-EWS",23198
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","INSTRUMENTATION & CONTROL
ENGG.","SC",23198
"FACULTY OF TECHNOLOGY AND ENGINEERING(GIA), DHARMSINH
DESAI UNIVERSITY, (DDU), NADIAD","INSTRUMENTATION & CONTROL
ENGG.","SEBC",20258
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY,
NADIAD","CHEMICAL ENGINEERING","OPEN",39897
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY,
NADIAD","CHEMICAL ENGINEERING","OPEN-EWS",62231
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY,
NADIAD","CHEMICAL ENGINEERING","SC",62231
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY,
NADIAD","CHEMICAL ENGINEERING","SEBC",39897
"FACULTY OF TECHNOLOGY(SFI), DHARMSINH DESAI UNIVERSITY,
NADIAD","COMPUTER ENGINEERING","ESM",22660
